cell,dataset,backbone,optimizer,epochs,head,stem,init_from,pretrained,aux_target,aux_tap,aux_lambda0,aux_lambda_final,subset_pct,n_images,n_seeds,acc_mean,acc_std,probe_mean,probe_std,n_probe_seeds,is_headline,bistable,baseline_cell,base_acc,delta,delta_sem,G,G_sem,readout
grid_c100_r18_axrotinvL3_l03_a9b216_1pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,1,500,3,9.45,0.06,27.66,0.18,3,yes,,abl1_none,8.95,0.49,0.05,1.05,0.14,-0.55
grid_c100_r18_axrotinvL3_l03_a9b216_20pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,20,10000,3,56.24,0.75,59.65,0.88,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-0.76,0.50,-0.53,0.59,-0.23
grid_c100_r18_axrotinvL3_l03_a9b216_25pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,25,12500,3,60.39,0.47,62.35,0.73,3,yes,,abl25_none,61.35,-0.96,0.38,-0.84,0.44,-0.12
grid_c100_r18_axrotinvL3_l03_a9b216_2pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,2,1000,3,14.66,0.10,31.20,0.20,3,yes,,abl2_none,14.17,0.49,0.10,1.37,0.29,-0.89
grid_c100_r18_axrotinvL3_l03_a9b216_3pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,3,1500,3,19.13,0.14,34.41,0.79,3,yes,,abl3_none,18.47,0.66,0.09,1.64,0.47,-0.98
grid_c100_r18_axrotinvL3_l03_a9b216_50pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,50,25000,3,71.24,0.12,70.80,0.10,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-0.54,0.09,-0.29,0.13,-0.25
grid_c100_r18_axrotinvL3_l03_a9b216_5pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,5,2500,3,26.80,0.33,39.13,0.45,3,yes,,abl5_none,25.36,1.43,0.26,1.91,0.30,-0.47
grid_c100_r18_axrotinvL3_l03_a9b216_7pct,cifar100,resnet18,sgd,200,linear,none,,,energy-rotinv,layer3,0.3,,7,3500,3,33.13,0.61,43.39,0.81,3,yes,,abl7_none,32.09,1.03,0.53,1.14,0.56,-0.11
grid_c100_r18_axsteerableL3_l03_db5093_100pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,100,50000,3,78.01,0.53,77.92,0.52,3,yes,,ablf_none,78.52,-0.51,0.32,,,
grid_c100_r18_axsteerableL3_l03_db5093_15pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,15,7500,3,50.42,0.76,55.21,0.48,3,yes,,abl15_none,50.09,0.33,0.51,0.59,0.35,-0.25
grid_c100_r18_axsteerableL3_l03_db5093_1pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,1,500,3,9.47,0.08,27.80,0.42,3,yes,,abl1_none,8.95,0.51,0.05,1.19,0.26,-0.67
grid_c100_r18_axsteerableL3_l03_db5093_20pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,20,10000,3,56.39,0.35,59.58,0.37,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-0.61,0.32,-0.60,0.36,-0.01
grid_c100_r18_axsteerableL3_l03_db5093_25pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,25,12500,3,60.63,0.45,62.61,0.55,3,yes,,abl25_none,61.35,-0.72,0.37,-0.58,0.34,-0.14
grid_c100_r18_axsteerableL3_l03_db5093_2pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,2,1000,3,14.84,0.13,31.76,0.49,3,yes,,abl2_none,14.17,0.66,0.12,1.93,0.38,-1.26
grid_c100_r18_axsteerableL3_l03_db5093_3pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,3,1500,3,19.42,0.27,35.12,0.44,3,yes,,abl3_none,18.47,0.95,0.16,2.35,0.28,-1.40
grid_c100_r18_axsteerableL3_l03_db5093_50pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,50,25000,3,70.72,0.24,70.62,0.13,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-1.07,0.15,-0.47,0.14,-0.60
grid_c100_r18_axsteerableL3_l03_db5093_5pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,5,2500,3,26.91,0.60,40.15,0.35,3,yes,,abl5_none,25.36,1.55,0.39,2.93,0.25,-1.38
grid_c100_r18_axsteerableL3_l03_db5093_7pct,cifar100,resnet18,sgd,200,linear,none,,,energy-steerable,layer3,0.3,,7,3500,3,34.01,0.57,44.38,0.15,3,yes,,abl7_none,32.09,1.92,0.51,2.14,0.32,-0.22
grid_c100_r18_axstructureL3_l03_26d33f_100pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,100,50000,3,78.39,0.20,78.39,0.21,3,yes,,ablf_none,78.52,-0.13,0.15,,,
grid_c100_r18_axstructureL3_l03_26d33f_15pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,15,7500,3,51.59,0.30,56.65,0.35,3,yes,,abl15_none,50.09,1.50,0.31,2.02,0.29,-0.53
grid_c100_r18_axstructureL3_l03_26d33f_1pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,1,500,3,9.40,0.13,28.44,0.33,3,yes,,abl1_none,8.95,0.44,0.08,1.83,0.21,-1.38
grid_c100_r18_axstructureL3_l03_26d33f_20pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,20,10000,3,57.43,0.46,60.32,0.18,3,yes,,grid_c100_r18_3a0225_20pct,57.00,0.43,0.37,0.14,0.31,0.29
grid_c100_r18_axstructureL3_l03_26d33f_25pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,25,12500,3,61.56,0.36,63.70,0.28,3,yes,,abl25_none,61.35,0.21,0.34,0.52,0.20,-0.31
grid_c100_r18_axstructureL3_l03_26d33f_2pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,2,1000,3,14.71,0.06,31.42,0.32,3,yes,,abl2_none,14.17,0.54,0.09,1.59,0.32,-1.05
grid_c100_r18_axstructureL3_l03_26d33f_3pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,3,1500,3,18.66,0.31,34.41,0.31,3,yes,,abl3_none,18.47,0.19,0.18,1.64,0.21,-1.45
grid_c100_r18_axstructureL3_l03_26d33f_50pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,50,25000,3,71.33,0.28,70.69,0.20,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-0.46,0.17,-0.40,0.17,-0.06
grid_c100_r18_axstructureL3_l03_26d33f_5pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,5,2500,3,26.44,0.17,38.89,0.81,3,yes,,abl5_none,25.36,1.07,0.20,1.67,0.49,-0.60
grid_c100_r18_axstructureL3_l03_26d33f_7pct,cifar100,resnet18,sgd,200,linear,none,,,energy-structure,layer3,0.3,,7,3500,3,33.67,0.55,43.42,0.83,3,yes,,abl7_none,32.09,1.58,0.51,1.18,0.57,0.40
grid_c100_r18_axteach_l03_10e860_100pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,100,50000,3,78.48,0.66,78.38,0.54,3,yes,,ablf_none,78.52,-0.04,0.39,,,
grid_c100_r18_axteach_l03_10e860_15pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,15,7500,3,50.44,0.06,56.12,0.26,3,yes,,abl15_none,50.09,0.35,0.26,1.50,0.25,-1.15
grid_c100_r18_axteach_l03_10e860_1pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,1,500,3,8.93,0.21,26.78,0.13,3,yes,,abl1_none,8.95,-0.02,0.13,0.16,0.12,-0.18
grid_c100_r18_axteach_l03_10e860_20pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,20,10000,3,56.81,0.27,59.67,0.11,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-0.19,0.30,-0.51,0.30,0.32
grid_c100_r18_axteach_l03_10e860_25pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,25,12500,3,61.32,0.49,63.46,0.46,3,yes,,abl25_none,61.35,-0.03,0.39,0.27,0.29,-0.30
grid_c100_r18_axteach_l03_10e860_2pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,2,1000,3,13.93,0.24,30.23,0.27,3,yes,,abl2_none,14.17,-0.25,0.16,0.40,0.30,-0.64
grid_c100_r18_axteach_l03_10e860_3pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,3,1500,3,18.47,0.15,33.44,0.42,3,yes,,abl3_none,18.47,0.00,0.09,0.67,0.27,-0.67
grid_c100_r18_axteach_l03_10e860_50pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,50,25000,3,71.50,0.57,71.25,0.33,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-0.29,0.33,0.16,0.23,-0.45
grid_c100_r18_axteach_l03_10e860_7pct,cifar100,resnet18,sgd,200,linear,none,,,,layer3,0.3,,7,3500,3,32.82,0.54,43.55,0.16,3,yes,,abl7_none,32.09,0.73,0.50,1.31,0.32,-0.58
grid_c100_r18_poollearned_d9c446_15pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,15,7500,3,1.00,0.00,,,,yes,,abl15_none,50.09,-49.09,0.26,,,
grid_c100_r18_poollearned_d9c446_20pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,20,10000,3,29.87,24.71,,,,no,1/3 seeds at chance,grid_c100_r18_3a0225_20pct,57.00,-27.13,14.27,,,
grid_c100_r18_poollearned_d9c446_25pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,25,12500,3,31.61,26.55,,,,no,1/3 seeds at chance,abl25_none,61.35,-29.74,15.33,,,
grid_c100_r18_poollearned_d9c446_2pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,2,1000,3,1.00,0.00,1.00,0.00,3,yes,,abl2_none,14.17,-13.17,0.09,-28.83,0.26,15.66
grid_c100_r18_poollearned_d9c446_3pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,3,1500,3,4.93,5.87,,,,no,1/3 seeds at chance,abl3_none,18.47,-13.54,3.39,,,
grid_c100_r18_poollearned_d9c446_50pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,50,25000,3,23.00,38.11,,,,no,2/3 seeds at chance,grid_c100_r18_3a0225_50pct,71.79,-48.79,22.00,,,
grid_c100_r18_poollearned_d9c446_5pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,5,2500,3,1.08,0.14,,,,yes,,abl5_none,25.36,-24.28,0.19,,,
grid_c100_r18_poollearned_d9c446_7pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,7,3500,3,1.00,0.00,,,,yes,,abl7_none,32.09,-31.09,0.40,,,
grid_c100_r18_poolrandom_8af5c3_15pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,15,7500,3,42.90,2.90,,,,yes,,abl15_none,50.09,-7.19,1.70,,,
grid_c100_r18_poolrandom_8af5c3_20pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,20,10000,3,51.69,0.57,,,,yes,,grid_c100_r18_3a0225_20pct,57.00,-5.31,0.41,,,
grid_c100_r18_poolrandom_8af5c3_25pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,25,12500,3,57.51,0.59,,,,yes,,abl25_none,61.35,-3.84,0.43,,,
grid_c100_r18_poolrandom_8af5c3_2pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,2,1000,3,13.25,0.18,,,,yes,,abl2_none,14.17,-0.92,0.13,,,
grid_c100_r18_poolrandom_8af5c3_3pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,3,1500,3,16.82,0.22,,,,yes,,abl3_none,18.47,-1.65,0.13,,,
grid_c100_r18_poolrandom_8af5c3_50pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,50,25000,3,69.08,0.38,,,,yes,,grid_c100_r18_3a0225_50pct,71.79,-2.70,0.23,,,
grid_c100_r18_poolrandom_8af5c3_5pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,5,2500,3,21.11,0.33,,,,yes,,abl5_none,25.36,-4.26,0.26,,,
grid_c100_r18_poolrandom_8af5c3_7pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,7,3500,3,25.18,0.80,,,,yes,,abl7_none,32.09,-6.91,0.61,,,
grid_c100_r18_poolzernike_8f86be_15pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,15,7500,3,40.11,1.34,,,,yes,,abl15_none,50.09,-9.98,0.82,,,
grid_c100_r18_poolzernike_8f86be_20pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,20,10000,3,50.28,0.94,,,,yes,,grid_c100_r18_3a0225_20pct,57.00,-6.72,0.60,,,
grid_c100_r18_poolzernike_8f86be_25pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,25,12500,3,54.42,0.52,,,,yes,,abl25_none,61.35,-6.93,0.40,,,
grid_c100_r18_poolzernike_8f86be_2pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,2,1000,3,12.95,0.20,,,,yes,,abl2_none,14.17,-1.22,0.15,,,
grid_c100_r18_poolzernike_8f86be_3pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,3,1500,3,15.96,0.89,,,,yes,,abl3_none,18.47,-2.51,0.52,,,
grid_c100_r18_poolzernike_8f86be_50pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,50,25000,3,68.35,0.33,,,,yes,,grid_c100_r18_3a0225_50pct,71.79,-3.44,0.20,,,
grid_c100_r18_poolzernike_8f86be_5pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,5,2500,3,21.33,0.61,,,,yes,,abl5_none,25.36,-4.03,0.40,,,
grid_c100_r18_poolzernike_8f86be_7pct,cifar100,resnet18,sgd,200,linear,none,,,,,,,7,3500,3,25.08,0.81,,,,yes,,abl7_none,32.09,-7.01,0.61,,,
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_100pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,100,50000,3,78.01,0.46,77.82,0.35,3,yes,,ablf_none,78.52,-0.51,0.28,,,
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_10pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,10,5000,3,43.34,0.64,51.23,0.91,3,yes,,abl10_none,40.28,3.06,0.41,3.29,0.55,-0.22
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_15pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,15,7500,3,51.68,0.59,56.88,0.54,3,yes,,abl15_none,50.09,1.59,0.43,2.25,0.37,-0.67
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_20pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,20,10000,3,56.99,0.33,59.92,0.66,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-0.01,0.32,-0.26,0.48,0.25
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_25pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,25,12500,3,60.75,0.14,62.92,0.17,3,yes,,abl25_none,61.35,-0.60,0.28,-0.27,0.15,-0.33
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_3pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,3,1500,3,22.16,0.30,38.17,0.47,3,yes,,abl3_none,18.47,3.69,0.18,5.40,0.29,-1.71
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_50pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,50,25000,3,70.47,0.14,69.98,0.34,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-1.32,0.10,-1.11,0.23,-0.21
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_5pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,5,2500,3,30.43,0.18,42.69,0.35,3,yes,,abl5_none,25.36,5.06,0.21,5.47,0.25,-0.40
grid_c100_r18_stenergymagnitudek11_axmagnitudeL3_l20to00_fwd_d64000_7pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,energy-magnitude,layer3,2.0,0.0,7,3500,3,36.41,0.23,46.92,0.61,3,yes,,abl7_none,32.09,4.31,0.42,4.67,0.47,-0.36
grid_c100_r18_stenergymagnitudek11_b009ac_20pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,,,,,20,10000,3,50.35,0.53,53.79,0.30,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-6.65,0.40,-6.39,0.34,-0.26
grid_c100_r18_stenergymagnitudek11_b009ac_50pct,cifar100,resnet18,sgd,200,linear,energy-magnitude,,,,,,,50,25000,3,63.92,0.53,63.66,0.63,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-7.87,0.31,-7.43,0.38,-0.44
grid_c100_r18_stenergyrotinvk11_d39a1c_20pct,cifar100,resnet18,sgd,200,linear,energy-rotinv,,,,,,,20,10000,3,45.56,0.35,49.25,0.63,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-11.44,0.33,-10.93,0.47,-0.51
grid_c100_r18_stenergyrotinvk11_d39a1c_50pct,cifar100,resnet18,sgd,200,linear,energy-rotinv,,,,,,,50,25000,3,66.57,1.01,65.98,1.35,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-5.22,0.59,-5.11,0.79,-0.11
grid_c100_r18_stenergysteerablek11_007504_20pct,cifar100,resnet18,sgd,200,linear,energy-steerable,,,,,,,20,10000,3,46.10,0.35,49.66,0.42,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-10.90,0.33,-10.52,0.38,-0.38
grid_c100_r18_stenergysteerablek11_007504_50pct,cifar100,resnet18,sgd,200,linear,energy-steerable,,,,,,,50,25000,3,64.40,0.70,63.75,0.69,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-7.39,0.41,-7.34,0.42,-0.04
grid_c100_r18_stenergystructurek11_e0cf81_20pct,cifar100,resnet18,sgd,200,linear,energy-structure,,,,,,,20,10000,3,47.83,0.14,50.94,0.14,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-9.17,0.27,-9.24,0.30,0.07
grid_c100_r18_stenergystructurek11_e0cf81_50pct,cifar100,resnet18,sgd,200,linear,energy-structure,,,,,,,50,25000,3,69.34,0.91,68.82,0.41,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-2.45,0.53,-2.27,0.27,-0.18
grid_c100_r18_stgaborlearnk11_b3375b_10pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,10,5000,3,35.84,0.37,43.39,0.82,3,yes,,abl10_none,40.28,-4.44,0.28,-4.55,0.50,0.11
grid_c100_r18_stgaborlearnk11_b3375b_15pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,15,7500,3,45.09,0.35,50.02,0.22,3,yes,,abl15_none,50.09,-5.00,0.33,-4.61,0.24,-0.39
grid_c100_r18_stgaborlearnk11_b3375b_1pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,1,500,3,8.67,0.22,26.20,0.41,3,yes,,abl1_none,8.95,-0.28,0.13,-0.41,0.25,0.13
grid_c100_r18_stgaborlearnk11_b3375b_20pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,20,10000,3,52.90,0.79,55.81,0.96,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-4.10,0.52,-4.37,0.62,0.26
grid_c100_r18_stgaborlearnk11_b3375b_25pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,25,12500,3,58.00,1.08,59.39,0.59,3,yes,,abl25_none,61.35,-3.35,0.68,-3.79,0.36,0.45
grid_c100_r18_stgaborlearnk11_b3375b_2pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,2,1000,3,13.40,0.36,29.46,0.44,3,yes,,abl2_none,14.17,-0.77,0.23,-0.37,0.37,-0.40
grid_c100_r18_stgaborlearnk11_b3375b_3pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,3,1500,3,18.05,0.25,32.38,0.07,3,yes,,abl3_none,18.47,-0.42,0.15,-0.39,0.12,-0.03
grid_c100_r18_stgaborlearnk11_b3375b_50pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,50,25000,3,70.47,0.17,70.31,0.14,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-1.31,0.11,-0.78,0.15,-0.53
grid_c100_r18_stgaborlearnk11_b3375b_5pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,5,2500,3,23.34,0.23,35.15,0.28,3,yes,,abl5_none,25.36,-2.02,0.22,-2.07,0.22,0.05
grid_c100_r18_stgaborlearnk11_b3375b_7pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,7,3500,3,29.14,0.35,38.93,0.59,3,yes,,abl7_none,32.09,-2.95,0.44,-3.32,0.46,0.36
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_100pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,100,50000,3,78.47,0.22,78.28,0.15,3,yes,,ablf_none,78.52,-0.04,0.15,,,
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_10pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,10,5000,3,39.15,0.59,46.55,0.45,3,yes,,abl10_none,40.28,-1.13,0.38,-1.39,0.30,0.26
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_1pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,1,500,3,10.26,0.26,29.84,0.41,3,yes,,abl1_none,8.95,1.30,0.15,3.22,0.25,-1.92
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_20pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,20,10000,3,55.28,0.55,58.38,0.69,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-1.72,0.41,-1.80,0.49,0.08
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_25pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,25,12500,3,60.05,0.20,61.80,0.48,3,yes,,abl25_none,61.35,-1.30,0.29,-1.39,0.30,0.09
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_2pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,2,1000,3,15.68,0.25,33.44,0.11,3,yes,,abl2_none,14.17,1.51,0.17,3.61,0.27,-2.11
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_3pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,3,1500,3,20.00,0.26,35.77,0.42,3,yes,,abl3_none,18.47,1.53,0.15,3.00,0.27,-1.47
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_50pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,50,25000,3,71.41,0.32,70.73,0.12,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-0.38,0.19,-0.36,0.14,-0.02
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_5pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,5,2500,3,27.44,0.36,39.67,0.30,3,yes,,abl5_none,25.36,2.07,0.27,2.45,0.23,-0.38
grid_c100_r18_stgaborlearnk11_kw03e54b_2f7208_7pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,7,3500,3,32.19,0.81,42.29,0.74,3,yes,,abl7_none,32.09,0.10,0.61,0.05,0.53,0.05
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_100pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,100,50000,3,78.51,0.20,78.43,0.18,3,yes,,ablf_none,78.52,-0.01,0.15,,,
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_15pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,15,7500,3,48.20,1.11,53.08,0.90,3,yes,,abl15_none,50.09,-1.89,0.69,-1.55,0.56,-0.35
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_1pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,1,500,3,10.21,0.28,29.94,0.38,3,yes,,abl1_none,8.95,1.25,0.17,3.33,0.24,-2.07
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_20pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,20,10000,3,55.83,0.50,58.86,0.32,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-1.17,0.39,-1.32,0.35,0.14
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_25pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,25,12500,3,60.07,0.52,61.92,0.19,3,yes,,abl25_none,61.35,-1.28,0.40,-1.27,0.16,-0.01
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_2pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,2,1000,3,15.84,0.28,33.33,0.24,3,yes,,abl2_none,14.17,1.67,0.18,3.50,0.29,-1.83
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_3pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,3,1500,3,19.44,0.89,35.00,1.72,3,yes,,abl3_none,18.47,0.97,0.51,2.23,1.00,-1.26
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_50pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,50,25000,3,71.49,0.13,70.95,0.28,3,yes,,grid_c100_r18_3a0225_50pct,71.79,-0.30,0.09,-0.14,0.20,-0.16
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_5pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,5,2500,3,27.16,0.43,39.57,0.65,3,yes,,abl5_none,25.36,1.79,0.30,2.35,0.41,-0.55
grid_c100_r18_stgaborlearnk11_kw03e54b_615736_7pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,7,3500,3,32.63,0.43,42.83,0.20,3,yes,,abl7_none,32.09,0.53,0.47,0.59,0.33,-0.06
grid_c100_r18_stgaborlearnk11_kw03e54b_a324d3_100pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,100,50000,3,78.43,0.40,78.36,0.29,3,yes,,ablf_none,78.52,-0.08,0.25,,,
grid_c100_r18_stgaborlearnk11_kw03e54b_a324d3_20pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,20,10000,3,54.70,0.78,57.43,0.64,3,yes,,grid_c100_r18_3a0225_20pct,57.00,-2.30,0.52,-2.75,0.47,0.45
grid_c100_r18_stgaborlearnk11_kw03e54b_a324d3_25pct,cifar100,resnet18,sgd,200,linear,gabor-learn,,,,,,,25,12500,3,59.69,0.68,61.56,0.50,3,yes,,abl25_none,61.35,-1.66,0.47,-1.63,0.31,-0.03
